web_scraper_order,web_scraper_start_url,URL,Title,Ingredients,Preparation time,Conservation time,Level,Benefits
"1768686729-224","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-peel-jeunesse-au-lait-danesse-et-matcha","Masque peel-off jeunesse au lait d'ânesse et thé matcha","Pour 1 masque  Phase A Masque Peel-Off aux alginates marins 15G1 sachet de 15 gActif Lait d'ânesse BIO (poudre)5 cuillères DASHThé vert Matcha en poudre BIO3 cuillères DASHPhase BEau de source faiblement minéralisée45 ml","Préparation : 5  min","Conservation : A utiliser tout de suite*","Niveau : Débutant","Adoucissant"
"1768686758-225","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-petites-betes-magiques","Savon petites bêtes magiques","~180 g pour 6 savons de 30 gPremière étape : réalisation du mélange transparentPhase A Base de Savon Melt & Pour à l'Aloe vera BIO58 gPhase BFragrance naturelle Divine Vanille0.9 g soit 29 gouttesHuile essentielle Citron de Sicile0.7 g soit 24 gouttesDeuxième étape : réalisation du mélange rosePhase A Base de Savon Melt & Pour à l'Aloe vera BIO58 gPhase BOxyde minéral rose0.12 g soit 1 cuillère DASHFragrance naturelle Charlotte aux Fraises1.5 g soit 59 gouttesTroisième étape : réalisation du mélange doréPhase A Base de Savon Melt & Pour à l'Aloe vera BIO58 gPhase BMica Poudre d'or0.3 g soit 2 cuillères DASHHuile essentielle Citron de Sicile1.2 g soit 42 gouttes","Préparation : 60  min","Conservation : ~6 mois *","Niveau : Débutant","Adoucissant"
"1768686790-226","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/cremapapa","Crèmapapa","~ 50 ml  Crème visage et corps jeunesse50 mlActif Acide salicylique végétal50 gouttesActif Protéines de Riz hydrolysées42 gouttesFragrance naturelle Mysore34 gouttes","Préparation : 5  min","Conservation : ~ 3 mois","Niveau : Débutant","Adoucissant"
"1768686818-227","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-capillaire-hydratant-et-antipelliculaire","Masque capillaire au neem hydratant et antipelliculaire","~30 gPoudre de Neem BIO6 gActif Poudre d'aloe vera BIO0.05 g soit 1 cuillère SMIDGENEau minérale9 gHydrolat de Menthe poivrée BIO15 g","Préparation : 10  min","Conservation : A utiliser tout de suite*","Niveau : Débutant","Hydratant"
"1768686848-228","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/recette-mousse-dessert-pour-le-corps-chocolat","Crème de soin mousseuse pour le corps au chocolat","~200 mlPhase A Beurre de Cacao blanc pastilles BIO9 gCire émulsifiante n°23.8 gPhase BEau minérale60 gPhase CCacao en poudre2.4 gFragrance naturelle Fleur de coco0.8 g soit 28 gouttesConservateur Cosgard0.8 g soit 25 gouttes","Préparation : 25  min","Conservation : ~1 mois*","Niveau : Avancé","Nutritif"
"1768686890-229","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/concentre-actif-anti-peau-d-orange-ananas-pamplemousse","Concentré anti-peau d’orange ananas & pamplemousse","~100 ml Eau minérale 90 gActif Caféine naturelle1.5 gPoudre d'Ananas1.9 gGomme Xanthane1.5 gHuile d'Andiroba vierge BIO2 gHuile essentielle Pamplemousse sans furocoumarines BIO1.7 gConservateur Cosgard0.6 g","Préparation : 15  min","Conservation : ~3 mois *","Niveau : Débutant","Minceur"
"1768686908-230","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/mousse-raser-menthe-cypres-bleu","Mousse à raser menthe & cyprès bleu","~150 ml  Phase A Tensioactif Base douceur47 gPâte à mousse16.4 gHydrolat de Menthe poivrée BIO93 gPhase BHuile essentielle Cyprès bleu1.1 g soit 40 gouttesConservateur Cosgard1 g  soit 31 gouttes","Préparation : 20  min","Conservation : ~3 mois *","Niveau : Débutant","Apaisant"
"1768686946-231","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-aromatique-top-concentration","Roll-on aromatique « top concentration »","~10 ml  Huile d'Abricot BIO7 mlHuile essentielle Menthe poivrée BIO70 gouttesHuile essentielle Romarin à cinéole BIO35 gouttes","Préparation : 5  min","Conservation : ~6 mois","Niveau : Débutant",""
"1768686969-232","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-au-pamplemousse-rose","Crème pour le corps anti-capitons au Pamplemousse","~100 ml Phase A Huile d'Amande douce BIO18,4 gCire émulsifiante n°3 sans palme7 gPhase BEau minérale70 gPhase CHuile essentielle Pamplemousse sans furocoumarines BIO1,5 g (60 gouttes)Actif concentré anti-capitons2 g (72 gouttes)Conservateur Cosgard0,6 g (20 gouttes)","Préparation : 25  min","Conservation : ~3 mois","Niveau : Débutant","Adoucissant"
"1768686999-233","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/elixir-de-nuit-jeunesse-rose-musquee-helichryse","Elixir de nuit jeunesse rose musquée & hélichryse","~30 ml Huile de soin Rose musquée de Patagonie BIO1 flacon de 30 mlHuile essentielle Hélichryse italienne (Immortelle) de Corse BIO3 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Anti-âge"
"1768687033-234","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/bb-creme-pour-homme-matifiante-et-purifiante","BB crème matifiante et purifiante","~50 ml Phase A Coco silicone - Emollient8.6 gCire émulsifiante n°3 sans palme2.5 gPhase BEau minérale34 gPhase CActif Acide salicylique végétal2.1 g soit 40 gouttesActif Microsphères de silice2 gFragrance naturelle Bois d'Hinoki0.5 g soit 17 gouttesConservateur Cosgard0.3 g soit 9 gouttes","Préparation : 25  min","Conservation : ~ 1 mois*","Niveau : Avancé","Matifiant"
"1768687059-235","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-visage-peaux-grasses-hydratation-intense","Crème visage peaux grasses aux actifs biomimétiques désaltérants","~50 ml Phase A Hydrolat de Menthe poivrée BIO45 gOlivem 1000 - émulsifiant2.5 gPhase BActif Complexe Hydratation Intense1.5 gFragrance naturelle Douceur Lactée1 gConservateur Naticide0.3 g","Préparation : 25  min","Conservation : ~6 mois*","Niveau : Avancé","Hydratant"
"1768687090-236","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-scintillante-pour-le-corps","Huile scintillante pour le corps","~100 ml Huile de massage et soin neutre BIO100 mlMica Noisette scintillant1 cuillère 0.5 mlMica Poudre d'or1 cuillère 0.5 mlFragrance naturelle Sublime70 gouttes","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Nutritif"
"1768687119-237","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-sublime-unifiante","Crème sublime aux perles de teint unifiante","~50 ml Crème visage et corps désaltérantele pot de 50 mlPerles de teint5 cuillères TADFragrance naturelle Fleurs du Paradis18 gouttes","Préparation : 5  min","Conservation : ~3 mois","Niveau : Débutant","Unifiant"
"1768687150-238","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-pailletee-pour-le-decollete-abricot-et-passion","Crème pailletée pour le décolleté Abricot et Passion","~50 ml Phase A Huile d'Abricot7.20 gCire émulsifiante n°3 sans palme1.6 gPhase BEau minérale21.9 gPhase CMica Noisette scintillant0.7 gMica Brillant effet Paillettes intense0.3 gArôme naturel Fruit de la passion0.2 gArôme naturel Abricot0.5 gConservateur Extrait pépins de pamplemousse0.2 g","Préparation : 30  min","Conservation : ~1 mois*","Niveau : Avancé","Bonne mine & bronzage"
"1768687179-239","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/mascara-simply-noir-soin-des-cils","Mascara soin des cils Simply noir","~ 15 mlPhase A Crème visage et corps jeunesse11 gPhase BBase Mascara & Eye-liner noire2 gActif Natur'lift1.5 g","Préparation : 20  min","Conservation : ~3 mois*","Niveau : Débutant","Maquillage"
"1768687211-240","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fluide-aux-huiles-purifiantes-et-assainissantes","Fluide aux huiles purifiantes et assainissantes","~30 ml Huile de Nigelle BIO (Cumin noir)le flacon de 10 mlHuile de Pépins de raisin10 mlHuile de Noisette BIOle flacon de 10 ml","Préparation : 5  min","Conservation : ~6 mois","Niveau : Débutant","Purifiant"
"1768687242-241","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/soin-buste-galbe-lhuile-de-fenugrec","Soin ""Buste galbé"" à l'huile de fenugrec","~50 ml Phase A - Première partie : Réalisation du macérât huileux de fenugrec à 10% (~10 ml) Huile de Bellis (macérât huileux)20 gPlante ayurvédique Fenugrec (Methi) BIO (poudre)2.2 gPhase B - Deuxième partie : Réalisation du soin buste (~50 ml)Gel natif d'Aloe Vera BIO23 gPhase CHydrolat de Pamplemousse BIO15 gMacérât huileux maison réalisé précédemment9.2 gExtrait de Kigélia2.5 gConservateur Cosgard0.3 g","Préparation : 15  min","Conservation : ~3 mois","Niveau : Débutant","Raffermissant"
"1768687273-242","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-corporel-nourrissant-et-adoucissant-amande-et-miel","Lait corporel au miel adoucissant et à l'amande douce nourrissante","~125 ml    Phase A Huile d'Amande douce BIO24.8 gCire émulsifiante n°3 sans palme3.7 gPhase BEau minérale90 gGomme Xanthane0.4 g Phase CMiel liquide3.7 gFragrance naturelle Bee happy1.2 g soit 38 gouttesHuile essentielle Amande amère0.04 g soit 1 goutteConservateur Cosgard0.7 g soit 22 gouttes","Préparation : 25  min","Conservation : ~1 mois","Niveau : Avancé","Hydratant"
"1768687306-243","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/parfum-dete-fleurs-des-iles","Parfum d'été Fleurs des îles","~30 ml Phase A Base Parfum (alcool 90°)18 gFragrance naturelle Sable des îles3.4 g (soit 102 gouttes)Fragrance naturelle Monoï2.4 g (soit 85 gouttes)Fragrance naturelle Moorea1.3 g (soit 51 gouttes)Fragrance naturelle Sublime1.3 g (soit 51 gouttes)","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Parfumant"
"1768687331-244","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-coccinelle","Savon coccinelle","~30 gPhase A : réalisation de la préparation verteBase de Savon Melt & Pour à l'Aloe vera BIO24 gFragrance naturelle Pêche à croquer0,7 g soit 28 gouttesMica Vert océan0.12 g soit 1/2 cuillères de 0.5 mlPhase B : réalisation de la préparation orangeBase de Savon Melt & Pour à l'Aloe vera BIO10 gMica Orange sequin0.01 g soit 1 cuillère de 0.05 ml","Préparation : 20  min","Conservation : ~6 mois *","Niveau : Débutant","Apaisant"
"1768687367-245","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/soin-des-mains-anti-taches-lextrait-de-meleze-de-siberie","Soin des mains à l'extrait de mélèze de siberie anti-taches","~50 ml Phase A Huile de Sésame BIO10 gOlivem 1000 - émulsifiant3 gPhase BEau minérale30 g Phase CExtrait de Concombre BIO5 gActif Concentré Eclat & Lumière1 gFragrance naturelle Douceur Lactée0.5 g soit 17 gouttes 	Conservateur Naticide0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~ 3mois","Niveau : Débutant","Nutritif"
"1768687389-246","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-raffermissante-aux-peptides-de-collagene-vegan","Crème raffermissante aux péptides de collagène vegan","~ 50 mlCrème visage et corps jeunesse1 pot de 50 mlActif cosmétique Peptides de collagène vegan40 gouttesFragrance naturelle Divine Vanille18 gouttes","Préparation : 5  min","Conservation : 3 mois*","Niveau : Débutant","Anti-âge"
"1768687421-247","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gel-tenseur-reboostant-buste-kigelia-et-menthe","Gel tenseur ""buste boosté"" kigelia et menthe","~50 ml Gel natif d'Aloe Vera BIO46.8 gExtrait de Kigélia2.5 gHuile de Bellis (macérât huileux)2.3 gHuile essentielle Menthe verte BIO0.1 g soit 4 gouttes","Préparation : 10  min","Conservation : ~3 mois au réfrigérateur *","Niveau : Débutant","Fraîcheur"
"1768687451-248","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/instant-de-sophrologie-iary-kunzea-roll-points-energetiques","Instant de sophrologie"" iary & kunzea : roll-on points énergétiques","~ 10 ml Huile de Jojoba BIO4.5 gHuile essentielle Iary BIO2.5 gHuile essentielle Kunzea1 gHuile essentielle Encens oliban0.3 gHuile essentielle Pruche BIO0.7 g","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant",""
"1768687479-249","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/mon-bouquet-de-fleurs-pour-le-bain-fleur-rose","Mon bouquet de fleurs pour le bain : fleur rose","~35 gBase de Savon Melt & Pour à l'Aloe vera BIO29 gOxyde minéral rose2 cuillères DROPHuile essentielle Géranium Egypte0.6 g soit 23 gouttesColorant Empâtage blanc2 cuillères DROP","Préparation : 25  min","Conservation : ~6 mois *","Niveau : Débutant","Tous types de peaux"
"1768687509-250","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-soin-tenseur-immediat","Sérum anti-âge aux actifs tenseurs","~30 ml Phase A Gel natif d'Aloe Vera BIO29 gPhase BActif Natur'lift0.3 gActif Acide hyaluronique naturel0.15 gFragrance naturelle Pétales de Rose0.1 gColorant naturel Rouge grenadine0.05 g","Préparation : 20  min","Conservation : ~3 mois","Niveau : Débutant","Anti-âge"
"1768687539-251","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-delicate-peau-douce","Lotion délicate peau douce","~ 50 ml  Hydrolat de Camomille allemande BIO (matricaire)30 mlHydrolat de Lavande fine de Provence BIO20 mlConservateur Leucidal40 gouttes","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant","Adoucissant"
"1768687571-252","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-parfumante-protectrice-lamande-de-prune-vanillee","Huile parfumante à l'amande de prune vanillée et protectrice","~50 ml Huile de Prune Gascogne BIO22.9 gHuile de Vanille BIO (macérât huileux)20.7 gSubstitut végétal de lanoline - Emollient2.5 gAntioxydant Vitamine E naturelle0.05 g soit 2 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Nutritif"
"1768687599-253","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/soin-visage-fraicheur-defatigant-au-concombre-pour-les-peaux-mixtes-grasses","Soin visage fraîcheur défatigant au concombre pour les peaux mixtes à grasses","~30 ml Phase A Extrait de Concombre BIO4.5 gHydrolat de Menthe poivrée BIO23 gGomme Xanthane0.1 g soit 1 cuillère PINCHPhase BOlivem 1000 - émulsifiant2.1 gPhase CPoudre de Chlorelle Premium0.02 g soit 1 cuillère DROPConservateur Cosgard0.2 g","Préparation : 25  min","Conservation : ~1 mois*","Niveau : Avancé","Hydratant"
"1768687630-254","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-fortifiant-pour-les-ongles","Roll-on fortifiant pour les ongles","~ 15 ml   Huile de Camélia BIO10 mlHuile de Ricin BIO4.5 mlHuile essentielle Citron sans furocoumarines de Sicile BIO10 gouttesHuile essentielle Persil2 gouttes","Préparation : 10  min","Conservation : ~6 mois","Niveau : Débutant",""
"1768687661-255","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/bougie-de-massage-mars","Bougie de massage Mars","~ 35 mlPhase A Cire de Soja en pastilles (non OGM)26 gPhase BBeurre de Karité brut BIO6.3 g Huile essentielle Santal alba0.1 g soit 3 gouttesHuile essentielle Cèdre de Virginie0.3 gHuile essentielle Vétiver d'Haïti0.1 g soit 3 gouttes","Préparation : 30  min","Conservation : ~6 mois","Niveau : Débutant","Nutritif"
"1768687690-256","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gelules-sos-turista","Gélules sos turista","~25 ml soit ~35 gélulesHuile d'Olive BIO25 mlHuile essentielle Citron de Sicile BIO15 gouttesHuile essentielle Cannelle de Ceylan écorce BIO15 gouttesHuile essentielle Origan compact BIO15 gouttesHuile essentielle Girofle clou BIO15 gouttes","Préparation : 5  min","Conservation : ~2 mois*","Niveau : Débutant","Purifiant"
"1768687719-257","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-douceur-visage-et-corps-camomille-coton","Crème douceur visage et corps camomille & coton","~100 ml Phase A Huile de Coton BIO18.2 gCire émulsifiante n°25 gPhase BEau minérale44 gHydrolat de Camomille romaine BIO28 gPhase CHuile essentielle Camomille romaine0.3 gFragrance naturelle Fleur de Coton1 gConservateur Leucidal4 g","Préparation : 25  min","Conservation : ~ 1 mois au réfrigérateur*","Niveau : Avancé","Apaisant"
"1768687752-258","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gommage-remineralisant-eclat-du-teint-au-lithothame","Gommage éclat du teint au lithothamne reminéralisant","Pour 1 gommageHydrolat de Géranium bourbon BIO20 ml soit 2 c. à soupeLithothamne4.3 g soit 2 c. à caféPoudre d'Amidon de Maïs BIO3.4 g soit 2 c. à caféExfoliant Rose musquée en poudre BIO1 g soit 1/2 c. à caféHuile essentielle Citron de Sicile BIO2 gouttes","Préparation : 20  min","Conservation : A utiliser de suite *","Niveau : Débutant","Exfoliant"
"1768687780-259","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-precieuse-contour-des-yeux-aux-deux-figues","Crème précieuse contour des yeux aux deux figues","~ 15 mlPhase A Huile de Figue de Barbarie BIO3.6 gCire émulsifiante n°11.4 gPhase BEau minérale10 gPhase CFragrance naturelle Feuille de Figuier0.15 g soit 5 gouttesActif Concentré Eclat & Lumière0.4 gConservateur Cosgard0.1 g soit 3 gouttes","Préparation : 25  min","Conservation : ~3 mois*","Niveau : Avancé","Anti-âge"
"1768687809-260","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-solide-lhuile-de-moringa","Shampoing solide à l'huile de moringa","~70 gPhase A Tensioactif SCI5 cuillères à soupe (40 g)Eau minérale2 cuillères à soupe (20 ml)Huile de Moringa BIO vierge1 cuillère à soupe (10 ml)Phase BActif Protéines de Riz hydrolysées30 gouttesHuile essentielle Citron sans furocoumarines de Sicile BIO20 gouttes","Préparation : 25  min","Conservation : ~6 mois*","Niveau : Avancé","Beauté capillaire"
"1768687839-261","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-massage-energetique-vitalisante","Huile de massage énergétique vitalisante","~100 ml  Huile de massage et soin neutre BIO85.5 g Huile essentielle Epinette noire BIO1.5 g Huile essentielle Kunzea0.5 g Huile essentielle Néroli BIO0.09 g soit 3 gouttes Huile essentielle Citron sans furocoumarines de Sicile BIO1.8 g Huile essentielle Pin sylvestre0.4 g soit 15 gouttes","Préparation : 5  min","Conservation : ~6 mois *","Niveau : Débutant","Nutritif"
"1768687869-262","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-ayurvedique-fortifiant-pour-les-cheveux-au-jasmin","Sérum ayurvédique fortifiant pour les cheveux au Jasmin","~ 50 ml  Première partie : Réalisation du macérât huileux d'Amla et Bhringaraj à 10% (~50 ml) Huile de Pépins de raisin40.5 gPoudre d'Amla BIO2.3 gPoudre de Bhringaraj2.3 gDeuxième partie : Réalisation du Sérum fortifiant cheveux (~50 ml)Macérât huileux d'Amla et Bhringaraj à 10 %38.1 gCire florale Jasmin sambac4.5 g Phase CHuile de Vanille BIO (macérât huileux)2.3 gAbsolue de Jasmin sambac0.05 g soit 2 gouttesAntioxydant Vitamine E naturelle0.09 g soit 3 gouttes","Préparation : 15  min","Conservation : ~6 mois","Niveau : Débutant","Fortifiant capillaire"
"1768687901-263","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/nacres-de-beaute-corps-visage-et-decollete","Nacres de beauté corps, visage et décolleté","~5 mlMica Noisette scintillant1.3 gMica Blanc brillant1 gMica Brillant effet Paillettes intense0.2 g","Préparation : 5  min","Conservation : ~6 mois *","Niveau : Débutant","Maquillage"
"1768687931-264","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/baume-apres-rasage-au-bois-dhinoki","Baume après rasage au Bois d'Hinoki","~50 ml Phase A Olivem 1000 - émulsifiant3 gEau minérale 40 gHuile de Calendula BIO (macérât huileux)4.6 gDry Touch - Agent de toucher1.9 gPhase BActif Bisabolol BIO0.2 g soit 8 gouttesActif Algo'Zinc2.5 g soit 46 gouttesFragrance naturelle Bois d'Hinoki1 g soit 31 gouttesConservateur Dermosoft® 1388 eco2.3 g soit 52 gouttes","Préparation : 25  min","Conservation : ~3 mois","Niveau : Débutant","Adoucissant"
"1768687959-265","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/eau-de-toilette-ecorce-et-musc-pour-homme","Eau de toilette ""ecorce et musc""","~ 50 ml  Base Parfum (alcool 90°)41 gHuile essentielle Romarin à verbénone de Corse BIO0.05 g soit 2 gouttesHuile essentielle Petitgrain Bigarade BIO0.4 g soit 15 gouttesHuile essentielle Inule odorante BIO0.2 g soit 7 gouttesHuile essentielle Vétiver d'Haïti0.1 g soit 3 gouttesFragrance naturelle Musc de Provence2.4 g","Préparation : 15  min","Conservation : ~6 mois","Niveau : Débutant","Parfumant"
"1768687990-266","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-volumateur-pour-cheveux-fins","Shampoing ""volume Intense"" pour cheveux fins","~ 250 ml  Phase A Base shampoing neutre sans palme122 gConditioner Emulsifier - Emulsifiant7.5 gAcide lactique4.5 gPhase BTensioactif Mousse de Sucre sans palme15.5 gHuile essentielle Orange douce0.7 g soit 29 gouttesPhase CActif Collagène végétal3 g soit 55 gouttes","Préparation : 20  min","Conservation : ~ 3 mois*","Niveau : Débutant","Cheveux sans volume"
"1768688020-267","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-taille-de-guepe","Roll-on « Taille de guêpe »","~ 50 ml  Huile de Calophylle inophyle BIO9.4 gHuile de Moutarde BIO9.2 gGel natif d'Aloe Vera BIO30.6 gHuile essentielle Menthe poivrée de Provence BIO1 g","Préparation : 30  min","Conservation : ~3 mois *","Niveau : Débutant","Fraîcheur"
"1768688051-268","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-creme-pour-cheveux-secs","Shampoing crème pour cheveux secs","~150 ml  Phase A Base shampoing neutre sans palme130 gEmulsifiant BTMS7.5 gPhase BGomme Xanthane0.5 gPhase CActif Silicone végétal4.5 gActif Fucocert1.5 gActif Squalane végétal d'Olive4.5 gFragrance naturelle Trésor ambré1.5 g soit 55 gouttes","Préparation : 25  min","Conservation : ~3 mois","Niveau : Débutant","Adoucissant"
"1768688079-269","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-merveilleux-aux-pepites-dor","Savon merveilleux aux pépites d'or","~ 140 gPhase A Base de Savon Melt & Pour à l'Aloe vera BIO135 gPhase BFragrance naturelle Sublime4 gMica Poudre d'or0.7 g soit 1 cuillère 2 ml","Préparation : 20  min","Conservation : ~6 mois *","Niveau : Débutant","Adoucissant"
"1768688110-270","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-anti-fatigue","Roll-on anti-fatigue","~ 5 mlHuile essentielle Pin sylvestre30 gouttesHuile essentielle Menthe poivrée BIO5 gouttesHuile essentielle Basilic sacré BIO20 gouttesHuile de Jojoba BIO3.5 ml","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768688145-271","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-de-nuit-contour-du-visage-raffermissante-au-pamplemousse","Crème de nuit contour du visage au pamplemousse","~50 ml Phase A Huile d'Abricot9.5 gCire émulsifiante Olive Douceur3.8 gPhase BExtrait de Lierre BIO4.8 gEau minérale18.5 gHydrolat de Verveine odorante BIO9.5 gPhase CActif Acide hyaluronique naturel0.2 g soit 2 cuillères PINCHHuile essentielle Pamplemousse sans furocoumarines BIO0.45 g soit 17 gouttesConservateur Extrait pépins de pamplemousse0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~1 mois *","Niveau : Avancé","Raffermissant"
"1768688175-272","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/spray-dambiance-aux-huiles-essentielles-meditation","Spray d'ambiance aux huiles essentielles ""méditation""","~ 10 ml Alcool de bouche neutre (type vodka)9 mlHuile essentielle Tea tree (Arbre à Thé BIO)30 gouttesHuile essentielle Petitgrain Bigarade BIO10 gouttesHuile essentielle Cannelle de Chine BIO5 gouttes","Préparation : 10  min","Conservation : ~6 mois","Niveau : Débutant","Parfumant"
"1768688199-273","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/elixir-pousse-de-cheveux","Élixir pousse de cheveux","~50 ml Huile de soin Cheveux47 gHuile essentielle Pamplemousse sans furocoumarines BIO0.3 gHuile essentielle Ylang-Ylang complète BIO0.15 g","Préparation : 5  min","Conservation : ~6 mois","Niveau : Débutant","Beauté capillaire"
"1768688229-274","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/poudre-scintillante-pour-le-corps","Poudre scintillante pour le corps","~ 140 mlPoudre d'Amidon de Maïs BIO53 gActif Poudre de lumière1.8 gMica Blanc brillant1.8 gMica Beige nude1.8 gMica Poudre d'or1.2 g","Préparation : 5  min","Conservation : ~6 mois","Niveau : Débutant","Illuminateur"
"1768688259-275","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/stick-levres-special-montagne","Stick lèvres spécial Montagne","~6 mlActif Ecran solaire naturel1 gBase Stick Melt & Pour8 gCoco silicone - Emollient1 gFragrance naturelle Pêche à croquer0.1 g","Préparation : 15  min","Conservation : ~6 mois*","Niveau : Débutant","Nutritif"
"1768688289-276","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/beurre-corporel-nourrissant-lavocat-peaux-seches-et-irritees","Beurre corporel nourrissant à l'avocat peaux sèches et sujettes à inconfort","~100 ml Beurre de Karité brut BIO43.7 gActif Concentré de phytostérols0.7 gHuile d'Avocat BIO48.5 gAntioxydant Vitamine E naturelle0.1 g","Préparation : 30  min","Conservation : ~3 mois *","Niveau : Avancé","Nutritif"
"1768688319-277","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/pate-gommante-ghassoul-savon-noir","Pâte gommante ghassoul & savon noir","~ 200 ml   Savon noir liquide végétal120 gRhassoul du Maroc (Ghassoul)80 gFragrance naturelle Douceur d'Orient1.6 g soit 60 gouttes","Préparation : 10  min","Conservation : ~ 6 mois*","Niveau : Débutant","Adoucissant"
"1768688355-278","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-corporel-hydratant-pour-bebe-sans-parfum","Lait corporel hydratant pour bébé sans parfum","~200 mlHuile d'Amande douce BIO9 ml","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Adoucissant"
