web_scraper_order,web_scraper_start_url,URL,Title,Prep time,Level,Ingredients
"1768737571-336","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/turmeric-cleansing-balm-project/PS000397.html","Turmeric Cleansing Balm Project","30 minutes","Beginner","turmeric powder"
"1768737591-337","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/rainbow-bright-soap-project/PS000398.html","Rainbow Bright Soap Project","2 hours","Advanced","a good understanding of trace"
"1768737611-338","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/golden-pumpkin-soap-project/PS000399.html","Golden Pumpkin Soap Project","2 hours","Intermediate","titanium dioxide pigment"
"1768737631-339","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/cashmere-noir-body-cream-project/PS000400.html","Cashmere Noir Body Cream Project","30 minutes","Beginner","Cashmere Noir and Oud Fragrance Oil"
"1768737651-340","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/espresso-martini-soap-project/PS000401.html","Espresso Martini Soap Project","2 hours","Intermediate",""
"1768737671-341","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/espresso-martini-candle-project/PS000403.html","Espresso Martini Candle Project","2 hours","Intermediate",""
"1768737691-342","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/twilight-sky-soap-project/PS000404.html","Twilight Sky Soap Project","2 hours","Intermediate",""
"1768737711-343","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/rosemary-swirl-soap-project/PS000405.html","Rosemary Swirl Soap Project","2 hours","Intermediate",""
"1768737731-344","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/cranberry-bliss-soap-project/PS000406.html","Cranberry Bliss Soap Project","30 minutes","Beginner",""
"1768737751-345","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/pink-%26-green-soap-project/PS000407.html","Pink & Green Soap Project","2 hours","Advanced",""
"1768737771-346","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/mean-and-green-soap-project/PS000408.html","Mean and Green Soap Project","2 hours","Advanced","10 inch Silicone Loaf Mold"
"1768737791-347","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/frosted-cake-soap-project/PS000409.html","Frosted Cake Soap Project","2 hours","Advanced",""
"1768737811-348","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/parisian-cafe-candle-project/PS000410.html","Parisian Cafe Candle Project","1 hour","Beginner","Guide to Soy Candles!"
"1768737831-349","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/mocha-mousse-soap-project/PS000411.html","Mocha Mousse Soap Project","2 hours","Beginner","Brown Oxide Pigment"
"1768737851-350","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/seasonal/spring-and-easter/classic-coco-solid-perfume-project/PS000412.html","Classic Coco Solid Perfume Project","30 minutes","Beginner","Lip Balm Base"
"1768737871-351","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/rose-clay-and-charcoal-spa-bars/PS000413.html","Rose Clay and Charcoal Spa Bars","30 minutes","Beginner",""
"1768737891-352","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/honeycomb-lotion-bars/PS000414.html","Honeycomb Lotion Bars","30 minutes","Beginner","Coconut Oil"
"1768737911-353","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/animal-pals-soap-project/PS000415.html","Animal Pals Soap Project","30 minutes","Beginner","Pink Strawberry Fragrance Oil"
"1768737931-354","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/dragonfruit-sugar-scrub-cubes/PS000416.html","Dragonfruit Sugar Scrub Cubes","30 minutes","Beginner","Dragonfruit and Hibiscus Fragrance Oil"
"1768737952-355","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/blackberry-swirl-soap-project/PS000417.html","Blackberry Swirl Soap Project","1 hour","Intermediate","Blackberry Sugar Fragrance Oil"
"1768737971-356","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/citrus-stripe-soap-project/PS000419.html","Citrus Stripe Soap Project","1 hour","Beginner","Citrus Splash Fragrance Oil"
"1768737991-357","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/wedding-favor-candle-project/PS000420.html","Wedding Favor Candle Project","1 hour","Beginner","Eucalyptus and Cotton Fragrance Oil"
"1768738011-358","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/pink-sea-salt-hair-mist-project/PS000421.html","Pink Sea Salt Hair Mist Project","30 minutes","Beginner",""
"1768738031-359","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/deep-hydration-hair-mask-project/PS000422.html","Deep Hydration Hair Mask Project","30 minutes","Beginner",""
"1768738051-360","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/aquamarine-dream-soap-project/PS000423.html","Aquamarine Dream Soap Project","1 hour","Intermediate",""
"1768738071-361","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/crystal-clean-full-body-deodorant-project/PS000424.html","Crystal Clean Full-Body Deodorant Project","30 minutes","Beginner","Aluminum Free Deodorant Base"
"1768738091-362","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/rainbow-splash-soap-project/PS000425.html","Rainbow Splash Soap Project","1 hour","Advanced","a good understanding of trace"
"1768738111-363","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/juicy-fruits-lip-gloss-project/PS000426.html","Juicy Fruits Lip Gloss Project","1 hour","Beginner","Lip Gloss Base"
"1768738131-364","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/rainbow-sherbet-sugar-scrub-project/PS000427.html","Rainbow Sherbet Sugar Scrub Project","30 minutes","Beginner","Rainbow Sherbet Fragrance Oil"
"1768738151-365","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/blueberry-donut-bath-bomb-project/PS000428.html","Blueberry Donut Bath Bomb Project","30 minutes","Beginner","Donut Silicone Mold"
"1768738171-366","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/cypress-and-cashmere-soap-project/PS000429.html","Cypress and Cashmere Soap Project","1 hour","Intermediate","Cypress and Cashmere Fragrance Oil"
"1768738191-367","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/autumn-fig-harvest-soap-project/PS000430.html","Autumn Fig Harvest Soap Project","30 minutes","Beginner","Purple Rain Mica"
"1768738211-368","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/golden-pumpkin-candle-project/PS000431.html","Golden Pumpkin Candle Project","30 minutes","Beginner","Golden Pumpkin and Cardamom Fragrance Oil"
"1768738232-369","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/peppermint-swirl-soap-project/PS000432.html","Peppermint Swirl Soap Project","2 hours","Advanced","Peppermint Cocoa Fragrance Oil"
"1768738251-370","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/nutcracker-spice-candle-project/PS000433.html","Nutcracker Spice Candle Project","30 minutes","Beginner","Spiced Pistachio Fragrance Oil"
"1768738271-371","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/seasonal/dark-velvet-solid-perfume-project/PS000434.html","Dark Velvet Solid Perfume Project","30 minutes","Beginner",""
"1768738291-372","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/birch-and-stone-beard-oil-project/PS000435.html","Birch and Stone Beard Oil Project","30 minutes","Beginner","Beard Oil Base"
"1768738312-373","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/beginner-beard-balm-project/PS000436.html","Beginner Beard Balm Project","30 minutes","Beginner","Beard Oil Base"
"1768738332-374","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/christmas-confetti-soap-project/PS000437.html","Christmas Confetti Soap Project","2 hours","Intermediate","Tinsel and Pine Fragrance Oil"
"1768738351-375","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/warm-flannel-candle-project/PS000438.html","Warm Flannel Candle Project","30 minutes","Beginner","Warm Flannel Fragrance Oil"
"1768738372-376","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/sparkling-pear-lotion-project/PS000439.html","Sparkling Pear Lotion Project","30 minutes","Beginner","Pear Prosecco Fragrance Oil"
"1768738391-377","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/nourishing-oat-body-butter-project/PS000440.html","Nourishing Oat Body Butter Project","30 minutes","Beginner",""
"1768738412-378","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/peach-kiss-soap-project/PS000441.html","Peach Kiss Soap Project","1 hour","Beginner","Sun-Kissed Peach Fragrance Oil"
"1768738432-379","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/silk-and-lace-soap-project/PS000442.html","Silk and Lace Soap Project","1 hour","Intermediate",""
"1768738452-380","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/moonlit-rose-candle-project/PS000443.html","Moonlit Rose Candle Project","2 hours","Intermediate","4 Cavity Rose Silicone Mold"
"1768738472-381","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/sugared-satin-solid-perfume-project/PS000444.html","Sugared Satin Solid Perfume Project","30 minutes","Beginner","Lip Balm Base"
"1768738491-382","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/pink-petals-whipped-body-scrub-project/PS000088.html","Pink Petals Whipped Body Scrub Project","30 minutes","Beginner","squalane oil"
